spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms
3391852,       (2007 UQ51),2007 UQ51,,,Y,Y,0,20.2,,,,,,,,,,,,,,,,,,,JPL 17,2460000.5,60000,2023-02-25.0,J2000,0.5134,2.142,1.042,3.46,206.08,143.24,327.86,3.24,0.3144,2460102.73,2023-06-07.2,1.15E+03,3.13,0.0495,19.3,2.21,3.53,1.70E-04,7.80E-04,2.50E-05,5.80E-04,3.70E-03,7.10E-03,9.60E-01,1.20E-03,1.70E-04,3.10E+00,6.30E-01,AMO,Otto Matic,60,31-10-2007,30-12-2007,39,,,6,0.48362
3391853,       (2007 UR51),2007 UR51,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,0.38,,JPL 18,2454410.5,54410,2007-11-06.0,J2000,0.6907,1.644,0.509,7.26,208.59,72.7,30.61,2.78,0.4676,2454345.04,2007-09-01.5,770,2.11,0.0126,4.92,2.44,3.97,5.00E-04,2.30E-03,1.30E-04,5.70E-03,3.70E-03,1.20E-02,7.30E-02,3.80E-03,9.70E-04,2.10E-02,1.60E+00,APO,Otto Matic,19,31-10-2007,19-11-2007,65,,,8,0.44882
3392084,       (2007 VG),2007 VG,,,Y,Y,0,21.08,,,,,,,,,,,,,,,,,,,JPL 21,2460000.5,60000,2023-02-25.0,J2000,0.6648,1.958,0.656,51.16,33.37,261.62,236.82,3.26,0.3598,2460342.86,2024-02-02.3,1.00E+03,2.74,0.0074,2.88,3.35,3.23,1.70E-06,1.30E-08,3.20E-06,1.20E-04,1.50E-05,2.60E-04,3.90E-05,2.10E-08,3.50E-09,1.10E-04,9.70E-06,APO,Otto Matic,4035,01-11-2007,18-11-2018,83,,,0,0.59762
3392310,       (2007 VN3),2007 VN3,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.5772,2.244,0.949,15.62,21.91,320.31,212.5,3.54,0.2932,2460503.53,2024-07-12.0,1.23E+03,3.36,0.0271,10.5,2,3.35,1.60E-04,1.00E-03,8.80E-05,2.10E-03,1.00E-03,3.00E-03,1.10E+00,1.60E-03,2.00E-04,4.20E+00,8.50E-01,APO,Otto Matic,30,03-11-2007,03-12-2007,51,,,7,0.43864
3392365,       (2007 VT6),2007 VT6,,,Y,Y,0,20.53,,,,,,,,,,,,,,,,,,,JPL 44,2460000.5,60000,2023-02-25.0,J2000,0.6445,1.949,0.693,7.39,213.29,294.26,194.57,3.21,0.3621,2460457.32,2024-05-26.8,994,2.72,0.0276,10.7,1.89,3.6,7.10E-08,1.30E-08,1.30E-07,2.00E-05,5.80E-05,5.80E-05,1.20E-05,2.10E-08,3.60E-09,3.80E-05,1.00E-05,APO,Otto Matic,3168,03-11-2007,06-07-2016,179,,,0,0.57555
3393169,       (2007 VD12),2007 VD12,,,Y,Y,0,19.89,,,,,,,,,,7.418,,,,,,,,,JPL 46,2460000.5,60000,2023-02-25.0,J2000,0.3649,1.146,0.728,22.86,62.68,91.31,105.81,1.56,0.8033,2459868.79,2022-10-16.2,448,1.23,0.0101,3.94,3.57,5.34,2.30E-07,2.70E-09,2.60E-07,1.80E-05,3.40E-06,3.00E-05,1.50E-05,3.70E-09,2.90E-09,1.90E-05,1.60E-06,APO,Otto Matic,4068,05-11-2007,25-12-2018,256,1,3,0,0.38375
3394072,       (2007 VZ137),2007 VZ137,,,Y,Y,0,21.6,,,,,,,,,,,,,,,,,,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.5852,1.704,0.707,5.22,226.35,63.79,359.32,2.7,0.443,2460002.04,2023-02-26.5,813,2.23,0.0231,8.99,2.52,3.98,6.00E-06,1.20E-06,1.10E-05,5.50E-05,1.20E-04,1.10E-03,1.00E-03,2.00E-06,4.90E-07,2.30E-03,8.90E-04,APO,Otto Matic,3097,09-11-2007,02-05-2016,52,,,3,0.59087
3394543,       (2007 VM184),2007 VM184,,,Y,Y,0,21,,,,,,,,,,42,,,,,,,,,JPL 35,2460000.5,60000,2023-02-25.0,J2000,0.5229,1.181,0.563,23.28,65.71,110.12,259.25,1.8,0.7681,2460131.66,2023-07-06.1,469,1.28,0.0322,12.5,3.32,5.15,4.90E-07,1.70E-07,4.90E-07,3.80E-05,1.00E-05,6.40E-05,1.20E-04,2.50E-07,1.60E-07,1.90E-04,9.90E-05,APO,Otto Matic,3312,12-11-2007,06-12-2016,194,,,0,0.51156
3395313,       (2007 VP243),2007 VP243,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.5819,2.259,0.945,5.65,13.93,312.15,206.53,3.57,0.2902,2460529.35,2024-08-06.8,1.24E+03,3.4,0.0234,9.12,1.81,3.37,5.70E-04,2.60E-03,2.20E-04,3.00E-03,1.50E-02,3.10E-02,2.90E+00,4.10E-03,5.00E-04,1.10E+01,2.20E+00,APO,Otto Matic,20,15-11-2007,05-12-2007,31,,,7,0.69314
3397494,       (2007 XN),2007 XN,,,Y,Y,0,19.9,,,,,,,,,,,,,,,,,,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.5697,2.216,0.953,24.74,256.52,215.44,211.36,3.48,0.2988,2460497.98,2024-07-06.4,1.20E+03,3.3,0.0324,12.6,1.95,3.32,7.90E-04,3.60E-03,1.90E-04,1.50E-02,1.70E-03,2.60E-04,4.20E+00,5.70E-03,7.30E-04,1.50E+01,3.00E+00,APO,Otto Matic,33,03-12-2007,05-01-2008,47,,,7,0.36597
3397572,       (2007 XY9),2007 XY9,,,Y,Y,0,21,,,,,,,,,,,,,,,,,,,JPL 40,2460000.5,60000,2023-02-25.0,J2000,0.6198,2.049,0.779,3.34,233.96,127.33,83.92,3.32,0.336,2459750.72,2022-06-20.2,1.07E+03,2.93,0.0106,4.12,2.16,3.52,4.80E-08,1.10E-08,1.00E-07,1.70E-05,1.60E-04,1.60E-04,1.80E-05,1.80E-08,2.80E-09,5.10E-05,8.90E-06,APO,Otto Matic,2050,04-12-2007,15-07-2013,176,,,0,0.53459
3397577,       (2007 XD10),2007 XD10,,,Y,Y,0,20.83,,,,,,,,,,,,,,,,,,,JPL 15,2460000.5,60000,2023-02-25.0,J2000,0.6666,2.153,0.718,18.52,270.06,80.29,315.84,3.59,0.312,2460142.04,2023-07-16.5,1.15E+03,3.16,0.0277,10.8,2.37,3.33,2.10E-04,1.10E-03,8.60E-05,8.60E-03,1.60E-03,1.80E-03,1.30E+00,1.80E-03,2.30E-04,4.30E+00,8.70E-01,APO,Otto Matic,23,05-12-2007,28-12-2007,28,,,7,0.84109
3397856,       (2007 XK11),2007 XK11,,,Y,Y,0,19.4,,,,,,,,,,,,,,,,,,,JPL 31,2460000.5,60000,2023-02-25.0,J2000,0.6217,2.771,1.048,3.44,167.48,197.08,119.95,4.49,0.2137,2459439.1,2021-08-12.5,1.68E+03,4.61,0.0471,18.3,0.967,3.02,5.60E-07,1.30E-08,1.60E-06,8.90E-06,2.40E-04,2.10E-04,1.80E-05,2.10E-08,1.50E-09,8.10E-05,1.20E-05,AMO,Otto Matic,5120,06-12-2007,12-12-2021,109,,,0,0.53222
3398140,       (2007 YB2),2007 YB2,,,Y,Y,0,18.33,,,,,,,,,,,,,,,,,,,JPL 31,2460000.5,60000,2023-02-25.0,J2000,0.6946,3.076,0.939,16.42,330.28,214.23,274.73,5.21,0.1827,2460467.11,2024-06-05.6,1.97E+03,5.39,0.0168,6.53,0.56,2.75,8.50E-08,1.30E-07,2.40E-07,2.90E-05,4.80E-05,6.10E-05,5.90E-05,2.20E-07,1.10E-08,3.50E-04,1.20E-04,APO,Otto Matic,4267,18-12-2007,24-08-2019,142,,,0,0.48215
3398821,       (2008 AX1),2008 AX1,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,,,JPL 18,2460000.5,60000,2023-02-25.0,J2000,0.4762,1.547,0.81,12.91,263.24,126.49,340.58,2.28,0.5124,2460038.4,2023-04-03.9,703,1.92,0.0307,11.9,3.24,4.3,1.20E-06,2.30E-07,2.00E-06,1.90E-05,1.40E-04,2.90E-04,6.90E-04,3.30E-07,1.10E-07,1.30E-03,1.50E-04,APO,Otto Matic,3011,08-01-2008,06-04-2016,46,,,2,0.49818
3399581,       (2008 AZ30),2008 AZ30,,,Y,Y,0,21.9,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.6538,1.333,0.461,2.34,326.62,25.89,333.73,2.2,0.6407,2460041.5,2023-04-07.0,562,1.54,0.0279,10.9,3.24,4.67,2.80E-07,2.60E-08,3.80E-07,6.60E-06,2.80E-04,3.00E-04,7.00E-05,4.20E-08,1.80E-08,1.10E-04,1.60E-05,APO,Otto Matic,3742,12-01-2008,11-04-2018,67,,,0,0.51416
3399918,       (2008 AH33),2008 AH33,,,Y,Y,0,19.5,,,,,,,,,,,,,,,,,,,JPL 18,2460000.5,60000,2023-02-25.0,J2000,0.5479,2.103,0.951,36.77,335.82,177.26,338.43,3.26,0.3231,2460067.27,2023-05-02.7,1.11E+03,3.05,0.0383,14.9,1.75,3.33,8.90E-08,2.50E-08,1.90E-07,1.30E-04,4.30E-05,1.40E-04,4.10E-05,3.90E-08,5.80E-09,1.30E-04,2.00E-05,APO,Otto Matic,2263,12-01-2008,24-03-2014,49,,,0,0.53955
3399920,       (2008 AK33),2008 AK33,,,Y,Y,0,20.6,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.7201,2.218,0.621,34.08,283.55,88.67,224.48,3.82,0.2983,2460454.78,2024-05-24.2,1.21E+03,3.3,0.0206,8.01,3.19,3.1,1.10E-04,8.80E-04,1.50E-05,3.80E-03,1.50E-03,5.90E-03,1.00E+00,1.50E-03,1.80E-04,3.60E+00,7.20E-01,APO,Otto Matic,29,15-01-2008,13-02-2008,53,,,6,0.64251
3401101,       (2008 BD15),2008 BD15,,,Y,Y,0,20.6,,,,,,,,,,,,,,,,,,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.1399,1.079,0.928,32.17,130.34,113.6,63.69,1.23,0.8797,2459928.11,2022-12-14.6,409,1.12,0.0136,5.3,3.95,5.59,5.40E-07,4.60E-09,5.90E-07,4.10E-05,8.20E-06,6.50E-05,6.80E-05,5.20E-09,5.60E-09,7.70E-05,2.60E-06,APO,Otto Matic,3415,30-01-2008,06-06-2017,269,,,0,0.4644
3401382,       (2008 CH),2008 CH,,,Y,Y,0,20.2,,,,,,,,,,,,,,,,,,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.6881,2.335,0.728,22.13,133.36,294.51,94.55,3.94,0.2762,2459658.15,2022-03-19.6,1.30E+03,3.57,0.0179,6.97,2.03,3.13,1.20E-07,3.70E-08,2.90E-07,4.70E-05,2.80E-05,4.30E-05,3.50E-05,6.20E-08,6.50E-09,1.20E-04,3.10E-05,APO,Otto Matic,2594,01-02-2008,10-03-2015,77,,,0,0.56204
3401432,       (2008 CS1),2008 CS1,,,Y,Y,0,20.09,,,,,,,,,,,,,,,,,,,JPL 38,2460000.5,60000,2023-02-25.0,J2000,0.3725,1.231,0.772,29.85,134.11,95.02,326.54,1.69,0.722,2460046.84,2023-04-12.3,499,1.37,0.00912,3.55,3.59,5.01,1.40E-07,2.30E-09,1.80E-07,2.30E-05,6.30E-06,2.10E-05,9.30E-06,3.20E-09,2.00E-09,1.30E-05,1.40E-06,APO,Otto Matic,5488,03-02-2008,12-02-2023,158,,,0,0.54352
3402131,       (2008 CC6),2008 CC6,,,Y,Y,0,22,,,,,,,,,,,,,,,,,,,JPL 16,2454510.5,54510,2008-02-14.0,J2000,0.7739,1.261,0.285,9.14,146.95,136.42,319.88,2.24,0.6956,2454568.17,2008-04-11.6,518,1.42,0.0197,7.68,2.97,4.74,7.40E-04,2.10E-03,4.70E-04,2.00E-02,1.70E-03,9.00E-03,1.30E-01,3.70E-03,1.70E-03,4.20E-02,1.30E+00,APO,Otto Matic,17,07-02-2008,24-02-2008,77,,,8,0.48457
3402613,       (2008 CL116),2008 CL116,,,Y,Y,0,20.3,,,,,,,,,,,,,,,,,,,JPL 15,2460000.5,60000,2023-02-25.0,J2000,0.7429,3.085,0.793,18.75,126.46,113.26,266.36,5.38,0.1819,2460515.32,2024-07-23.8,1.98E+03,5.42,0.0274,10.6,1.21,2.66,8.30E-04,8.70E-03,3.00E-04,2.10E-02,2.40E-03,2.70E-03,4.40E+00,1.50E-02,7.70E-04,2.60E+01,8.40E+00,APO,Otto Matic,22,10-02-2008,03-03-2008,68,,,7,0.65026
3403506,       (2008 DJ),2008 DJ,,,Y,Y,0,20.62,,,,,,,,,,,,,,,,,,,JPL 41,2460000.5,60000,2023-02-25.0,J2000,0.6025,1.982,0.788,5.05,319.05,117.99,153.5,3.18,0.3532,2459565.87,2021-12-17.3,1.02E+03,2.79,0.000443,0.173,2.15,3.61,2.90E-08,4.10E-09,5.70E-08,8.20E-06,3.60E-05,3.60E-05,9.00E-06,6.50E-09,1.10E-09,2.40E-05,3.10E-06,APO,Otto Matic,5154,25-02-2008,06-04-2022,200,,,0,0.48085
3404768,       (2008 EE5),2008 EE5,,,Y,Y,0,19.71,,,,,,,,,,,,,,,,,,,JPL 46,2460000.5,60000,2023-02-25.0,J2000,0.0716,0.9447,0.877,44.81,321.27,20.04,258.75,1.01,1.073,2460094.83,2023-05-30.3,335,0.918,0.0208,8.08,4.14,6.11,5.90E-08,1.40E-09,5.60E-08,4.50E-05,2.40E-06,9.30E-05,1.10E-04,1.50E-09,2.40E-09,1.00E-04,7.60E-07,ATE,Otto Matic,5056,04-03-2008,06-01-2022,200,1,1,0,0.58746
3405085,       (2008 EM7),2008 EM7,,,Y,Y,0,21.2,,,,,,,,,,,,,,,,,,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.2433,1.238,0.937,33.13,347.78,42.74,63.86,1.54,0.7154,2459911.24,2022-11-27.7,503,1.38,0.0192,7.46,3.97,5,1.20E-07,6.10E-09,1.50E-07,3.90E-05,1.20E-05,3.90E-05,2.90E-05,7.60E-09,5.30E-09,4.10E-05,3.70E-06,APO,Otto Matic,4021,06-03-2008,10-03-2019,87,,,0,0.7642
3407608,       (2008 FW5),2008 FW5,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,,,JPL 19,2460000.5,60000,2023-02-25.0,J2000,0.5437,2.14,0.977,13.47,160.63,0.05,284.92,3.3,0.3148,2460239.02,2023-10-21.5,1.14E+03,3.13,0.0143,5.55,1.68,3.48,1.60E-05,1.10E-04,1.90E-05,3.10E-04,9.10E-04,4.00E-04,1.20E-01,1.80E-04,2.50E-05,4.10E-01,9.10E-02,APO,Otto Matic,75,28-03-2008,11-06-2008,47,,,5,0.71089
3407680,       (2008 FW6),2008 FW6,,,Y,Y,0,21,,,,,,,,,,,,,,,,,,,JPL 18,2460000.5,60000,2023-02-25.0,J2000,0.6381,2.261,0.818,6.47,79.93,34.87,147.5,3.7,0.2898,2459491.56,2021-10-04.0,1.24E+03,3.4,0.0386,15,1.46,3.31,1.90E-04,1.00E-03,5.40E-05,3.90E-04,1.00E-02,1.40E-02,8.20E-01,1.70E-03,2.00E-04,2.50E+00,8.50E-01,APO,Otto Matic,42,30-03-2008,11-05-2008,78,,,6,0.57875
3409624,       (2008 HH),2008 HH,,,Y,Y,0,21.9,,,,,,,,,,,,,,,,,,,JPL 20,2460000.5,60000,2023-02-25.0,J2000,0.3555,1.366,0.88,16.32,196.66,116.04,51.95,1.85,0.6173,2459916.34,2022-12-02.8,583,1.6,0.0226,8.8,3.54,4.73,5.60E-07,8.90E-08,7.10E-07,3.70E-05,8.60E-05,1.70E-04,3.50E-04,1.20E-07,6.10E-08,5.60E-04,5.70E-05,APO,Otto Matic,3134,24-04-2008,22-11-2016,55,,,1,0.60756
3409961,       (2008 HB38),2008 HB38,,,Y,Y,0,21.2,,,,,,,,,,,,,,,,,,,JPL 54,2460000.5,60000,2023-02-25.0,J2000,0.4923,1.855,0.942,1.02,102.7,209.52,278.45,2.77,0.3903,2460209.46,2023-09-21.9,922,2.53,0.003,1.17,2.54,3.84,2.40E-08,9.70E-09,4.20E-08,2.10E-06,3.50E-04,3.40E-04,1.10E-05,1.40E-08,3.10E-09,3.00E-05,7.20E-06,APO,Otto Matic,2006,30-04-2008,27-10-2013,192,,,0,0.51547
3410172,       (2008 JW2),2008 JW2,,,Y,Y,0,19.6,,,,,,,,,,,,,,,,,,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.6394,2.432,0.877,8.89,35.37,142.46,330.04,3.99,0.2599,2460115.78,2023-06-20.2,1.39E+03,3.79,0.0261,10.1,1.02,3.18,4.90E-04,1.90E-03,5.00E-04,7.20E-03,1.30E-02,2.20E-02,1.80E+00,3.10E-03,3.10E-04,7.00E+00,1.60E+00,APO,Otto Matic,27,03-05-2008,30-05-2008,41,,,7,0.33311
3412755,       (2008 KV2),2008 KV2,,,Y,Y,0,21.26,,,,,,,,,,0.038,,,,,,,,,JPL 56,2460000.5,60000,2023-02-25.0,J2000,0.412,0.8502,0.5,5.04,66.78,347.86,144.96,1.2,1.257,2459885.21,2022-11-01.7,286,0.784,0.0439,17.1,4.15,6.85,4.60E-08,3.50E-09,3.80E-08,5.40E-06,2.80E-05,3.60E-05,1.70E-05,5.00E-09,7.80E-09,1.40E-05,1.80E-06,ATE,Otto Matic,5113,28-05-2008,28-05-2022,228,,,0,0.43471
3412894,       (2008 KE6),2008 KE6,,,Y,Y,0,20.77,,,,,,,,,,,,,,,,,,,JPL 18,2460000.5,60000,2023-02-25.0,J2000,0.521,1.69,0.81,3.43,113.71,224.29,228.47,2.57,0.4485,2460293.79,2023-12-15.2,803,2.2,0.0223,8.67,2.83,4.05,1.60E-07,7.90E-09,2.60E-07,7.00E-06,1.70E-04,1.70E-04,2.00E-05,1.20E-08,3.10E-09,4.60E-05,5.60E-06,APO,Otto Matic,4971,29-05-2008,07-01-2022,74,,,0,0.49471
3414251,       (2008 LW16),2008 LW16,,,Y,Y,0,19.96,,,,,,,,,,,,,,,,,,,JPL 47,2460000.5,60000,2023-02-25.0,J2000,0.1035,1.066,0.956,29.69,97.97,347.92,316.01,1.18,0.8953,2460049.63,2023-04-15.1,402,1.1,0.026,10.1,3.99,5.66,5.30E-08,1.90E-09,5.60E-08,1.20E-05,7.50E-06,2.50E-05,2.60E-05,2.10E-09,2.30E-09,2.90E-05,1.10E-06,APO,Otto Matic,4377,15-06-2008,09-06-2020,155,,,0,0.56389
3414394,       (2008 MP1),2008 MP1,,,Y,Y,0,21.9,,,,,,,,,,,,,,,,,,,JPL 17,2454650.5,54650,2008-07-03.0,J2000,0.565,1.89,0.822,3.78,105.51,243.36,339.97,2.96,0.3792,2454703.33,2008-08-24.8,949,2.6,0.00168,0.652,2.48,3.75,1.60E-03,6.00E-03,4.10E-04,9.10E-03,9.10E-03,1.10E-02,1.10E-01,9.40E-03,1.80E-03,3.20E-02,4.50E+00,APO,Otto Matic,14,30-06-2008,14-07-2008,81,,,8,0.47368
3418109,       (2008 NO3),2008 NO3,,,Y,Y,0,18.73,,,,,,,,,,,,,,,,,,,JPL 47,2460000.5,60000,2023-02-25.0,J2000,0.6731,2.793,0.913,11.66,36.36,206.81,55.4,4.67,0.2112,2459738.2,2022-06-07.7,1.70E+03,4.67,0.0345,13.4,0.576,2.92,2.40E-08,5.80E-09,6.70E-08,5.90E-06,3.90E-05,4.30E-05,3.10E-06,9.70E-09,6.60E-10,1.50E-05,5.30E-06,APO,Otto Matic,5364,08-02-2008,16-10-2022,154,,,0,0.47763
3418111,       (2008 NQ3),2008 NQ3,,,Y,Y,0,20.3,,,,,,,,,,,,,,,,,,,JPL 13,2454669.5,54669,2008-07-22.0,J2000,0.5817,2.451,1.025,27.17,109.39,155.3,9.77,3.88,0.2569,2454631.49,2008-06-13.9,1.40E+03,3.84,0.0418,16.3,1.45,3.12,1.20E-03,7.40E-03,4.10E-05,3.00E-02,7.80E-03,8.60E-03,4.80E-02,1.20E-02,1.20E-03,1.40E-02,6.30E+00,AMO,Otto Matic,19,14-07-2008,02-08-2008,36,,,8,0.72569
3419891,       (2008 OO),2008 OO,,,Y,Y,0,19.7,,,,,,,,,,,,,,,,,,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.7022,2.104,0.627,5.48,305.92,253.72,302.22,3.58,0.3229,2460179.42,2023-08-22.9,1.11E+03,3.05,0.0152,5.92,1.45,3.37,1.60E-06,6.50E-08,3.40E-06,5.90E-05,7.30E-05,2.90E-04,5.80E-05,1.10E-07,1.50E-08,1.90E-04,5.20E-05,APO,Otto Matic,2216,26-07-2008,20-08-2014,117,,,0,0.38189
3421513,       (2008 OX1),2008 OX1,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,,,JPL 38,2460000.5,60000,2023-02-25.0,J2000,0.2776,1.206,0.871,29.74,304.83,281.32,51.72,1.54,0.744,2459930.97,2022-12-17.4,484,1.32,0.035,13.6,3.74,5.12,5.30E-08,3.20E-09,6.70E-08,2.30E-05,3.90E-06,1.40E-05,1.50E-05,4.10E-09,3.00E-09,2.00E-05,1.90E-06,APO,Otto Matic,4207,26-07-2008,01-02-2020,236,,,0,0.47681
3422140,       (2008 OS7),2008 OS7,,,Y,Y,0,20.4,,,,,,,,,,,,,,,,,,,JPL 33,2460000.5,60000,2023-02-25.0,J2000,0.646,1.908,0.676,7.03,136.9,73.31,215.04,3.14,0.3738,2460388.28,2024-03-18.7,963,2.64,0.0107,4.16,1.86,3.64,7.90E-08,1.60E-08,1.50E-07,2.20E-05,5.30E-05,7.10E-05,7.00E-05,2.70E-08,4.70E-09,1.80E-04,1.20E-05,APO,Otto Matic,2921,30-07-2008,29-07-2016,140,,,0,0.4766
3423022,       (2008 ON13),2008 ON13,,,Y,Y,0,19.9,,,,,,,,,,,,,,,,,,,JPL 14,2460000.5,60000,2023-02-25.0,J2000,0.815,2.223,0.411,5.75,142.75,48.08,176.33,4.03,0.2975,2459407.71,2021-07-12.2,1.21E+03,3.31,0.0395,15.4,0.946,3.1,2.30E-04,2.50E-03,5.70E-05,1.20E-02,7.80E-02,9.30E-02,2.50E+00,4.50E-03,4.90E-04,7.40E+00,2.00E+00,APO,Otto Matic,34,31-07-2008,03-09-2008,37,,,7,0.5895
3423024,       (2008 PF1),2008 PF1,,,Y,Y,0,22.12,,,,,,,,,,,,,,,,,,,JPL 29,2460000.5,60000,2023-02-25.0,J2000,0.4945,1.36,0.687,2.76,129.57,284.21,22.75,2.03,0.6215,2459963.89,2023-01-19.3,579,1.59,0.00773,3.01,3.35,4.71,9.70E-08,2.30E-08,1.20E-07,1.60E-05,1.00E-04,1.10E-04,9.40E-05,3.40E-08,1.60E-08,1.50E-04,1.50E-05,APO,Otto Matic,4243,03-08-2008,16-03-2020,132,,,0,0.45611
3423200,       (2008 PK3),2008 PK3,,,Y,Y,0,21.98,,,,,,,,,,,,,,,,,,,JPL 10,2460000.5,60000,2023-02-25.0,J2000,0.5979,1.888,0.759,17.1,122.4,109.46,241.16,3.02,0.38,2460313.26,2024-01-03.7,947,2.59,0.00255,0.991,2.23,3.68,2.50E-06,5.10E-08,4.80E-06,1.90E-04,2.00E-04,6.30E-04,2.40E-04,8.20E-08,1.50E-08,6.40E-04,3.80E-05,APO,Otto Matic,4750,03-08-2008,05-08-2021,40,,,1,0.51243
3423762,       (2008 PJ9),2008 PJ9,,,Y,Y,0,21.9,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.6607,2.549,0.865,4.77,115.31,135.05,220.71,4.23,0.2423,2460575.49,2024-09-21.9,1.49E+03,4.07,0.00922,3.59,0.851,3.09,2.90E-04,1.80E-03,1.40E-04,1.40E-03,1.30E-03,1.90E-03,1.40E+00,3.00E-03,2.50E-04,6.50E+00,1.60E+00,APO,Otto Matic,35,06-08-2008,10-09-2008,46,,,7,0.50592
3426408,       (2008 QS11),2008 QS11,,,Y,Y,0,19.93,,,,,,,0.453,,0.094,46.65,,,,,,,,0.01,JPL 55,2460000.5,60000,2023-02-25.0,J2000,0.4828,1.861,0.963,12.49,11.5,30.72,231.69,2.76,0.3883,2460330.98,2024-01-21.4,927,2.54,0.00599,2.33,2.72,3.82,3.70E-08,1.10E-08,6.70E-08,8.30E-06,4.10E-06,2.00E-05,2.00E-05,1.70E-08,3.50E-09,5.50E-05,8.40E-06,APO,Otto Matic,2016,27-08-2008,05-03-2014,403,4,3,0,0.29927
3426636,       (2008 RV),2008 RV,,,Y,Y,0,21.7,,,,,,,,,,,,,,,,,,,JPL 23,2460000.5,60000,2023-02-25.0,J2000,0.564,2.268,0.989,2.28,119.91,192.37,90.45,3.55,0.2885,2459686.97,2022-04-17.4,1.25E+03,3.42,0.0069,2.68,1.76,3.38,6.50E-05,3.00E-04,1.70E-05,1.60E-04,1.30E-03,1.20E-03,3.20E-01,4.70E-04,5.70E-05,1.00E+00,2.50E-01,APO,Otto Matic,62,02-09-2008,03-11-2008,84,,,6,0.31796
3427741,       (2008 RM98),2008 RM98,,,Y,Y,0,20.4,,,,,,,,,,,,,,,,,,,JPL 31,2460000.5,60000,2023-02-25.0,J2000,0.6437,2.552,0.909,1.9,284.69,166.97,159.02,4.19,0.2418,2459342.82,2021-05-08.3,1.49E+03,4.08,0.0129,5.01,1.05,3.11,7.40E-08,1.60E-07,1.60E-07,1.00E-05,3.30E-04,3.20E-04,1.40E-04,2.60E-07,2.30E-08,5.10E-04,1.40E-04,APO,Otto Matic,1414,07-09-2008,22-07-2012,114,,,1,0.44837
3427441,       (2008 SC),2008 SC,,,Y,Y,0,21.7,,,,,,,,,,,,,,,,,,,JPL 9,2454730.5,54730,2008-09-21.0,J2000,0.7018,1.091,0.325,16.81,6.87,122.53,313.48,1.86,0.8645,2454784.31,2008-11-13.8,416,1.14,0.0344,13.4,3.28,5.39,1.70E-03,2.70E-03,1.00E-03,6.90E-02,1.30E-02,1.80E-02,2.60E-01,4.50E-03,3.20E-03,1.00E-01,1.50E+00,APO,Otto Matic,5,19-09-2008,24-09-2008,18,,,8,0.38756
3427522,       (2008 SR1),2008 SR1,,,Y,Y,0,20.32,,,,,,,,,,22.15,,,,,,,,,JPL 50,2460000.5,60000,2023-02-25.0,J2000,0.65,2.372,0.83,16.88,178,116.85,351.3,3.91,0.2698,2460032.74,2023-03-29.2,1.33E+03,3.65,0.0289,11.2,1.8,3.18,2.60E-08,3.10E-09,6.10E-08,1.20E-05,9.60E-06,1.30E-05,4.60E-06,5.10E-09,5.20E-10,1.70E-05,2.60E-06,APO,Otto Matic,4056,23-09-2008,01-11-2019,249,,,0,0.36888
3427794,       (2008 SV11),2008 SV11,,,Y,Y,0,18.36,,,,,,,,,,32.4,,,,,,,,,JPL 95,2460000.5,60000,2023-02-25.0,J2000,0.7258,2.609,0.715,8.34,14.83,103.76,112.27,4.5,0.2338,2459520.38,2021-11-01.8,1.54E+03,4.21,0.0128,4.99,0.889,2.96,2.00E-08,8.80E-09,5.30E-08,1.30E-05,9.60E-06,1.10E-05,5.20E-06,1.50E-08,1.20E-09,2.00E-05,7.80E-06,APO,Otto Matic,4733,25-09-2008,10-09-2021,594,3,3,0,0.33316
