spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms
3427985,       (2008 SH82),2008 SH82,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,JPL 55,2460000.5,60000,2023-02-25.0,J2000,0.5956,2.435,0.985,4.63,268.58,158.15,262.04,3.89,0.2594,2460378.14,2024-03-08.6,1.39E+03,3.8,0.0152,5.91,1.47,3.23,2.50E-05,1.40E-04,6.40E-06,2.30E-04,7.70E-04,1.20E-03,1.20E-01,2.20E-04,2.20E-05,4.80E-01,1.20E-01,APO,Otto Matic,144,26-09-2008,17-02-2009,311,,,5,0.41476
3427986,       (2008 SJ82),2008 SJ82,,,Y,Y,0,20.58,,,,,,,,,,,,,,,,,,,JPL 41,2460000.5,60000,2023-02-25.0,J2000,0.5778,2.379,1.004,9.69,135.15,218.4,337.97,3.75,0.2686,2460082.5,2023-05-18.0,1.34E+03,3.67,0.0477,18.6,1.73,3.27,1.70E-08,3.90E-09,4.00E-08,4.50E-06,3.30E-05,3.30E-05,3.80E-06,6.10E-09,6.60E-10,1.40E-05,3.30E-06,APO,Otto Matic,4106,26-09-2008,24-12-2019,187,,,0,0.43512
3428344,       (2008 SY148),2008 SY148,,,Y,Y,0,22.06,,,,,,,,,,,,,,,,,,,JPL 10,2454741.5,54741,2008-10-02.0,J2000,0.1932,1.25,1.008,28.76,187.29,164.32,13.42,1.49,0.7052,2454722.47,2008-09-12.9,510,1.4,0.0131,5.08,3.93,5.01,3.10E-03,4.90E-03,8.10E-05,1.70E-01,1.60E-02,9.90E-02,1.60E-01,5.90E-03,4.20E-03,1.10E-01,3.00E+00,APO,Otto Matic,5,29-09-2008,04-10-2008,18,,,9,0.40809
3429819,       (2008 TD2),2008 TD2,,,Y,Y,0,21.93,,,,,,,,,,,,,,,,,,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.3342,1.53,1.019,4.02,16,315.99,241.96,2.04,0.5206,2460227.22,2023-10-09.7,691,1.89,0.0395,15.4,3.33,4.42,3.80E-07,6.50E-08,6.20E-07,1.40E-05,1.00E-04,1.30E-04,2.00E-04,8.70E-08,3.30E-08,3.90E-04,4.40E-05,AMO,Otto Matic,4574,25-09-2008,04-04-2021,75,,,1,0.49619
3432688,       (2008 UU1),2008 UU1,,,Y,Y,0,19.9,,,,,,,,,,,,,,,,,,,JPL 17,2460000.5,60000,2023-02-25.0,J2000,0.7503,1.608,0.401,12.09,157.18,118.99,37.34,2.81,0.4835,2459923.27,2022-12-09.7,745,2.04,0.0218,8.49,2.44,3.96,9.60E-07,9.20E-08,1.50E-06,5.30E-05,8.10E-04,7.40E-04,2.30E-04,1.60E-07,4.20E-08,4.60E-04,6.40E-05,APO,Otto Matic,741,22-10-2008,02-11-2010,31,,,1,0.54254
3433365,       (2008 UE7),2008 UE7,,,Y,Y,0,20.4,,,,,,,,,,3.251,,,,,,,,,JPL 58,2460000.5,60000,2023-02-25.0,J2000,0.4482,1.649,0.91,3.95,81.15,48.79,238.32,2.39,0.4656,2460261.83,2023-11-13.3,773,2.12,0.00878,3.42,2.69,4.16,1.40E-07,1.40E-07,1.70E-07,8.60E-06,2.50E-05,4.50E-05,3.10E-04,2.00E-07,5.80E-08,7.00E-04,9.60E-05,APO,Otto Matic,705,26-10-2008,01-10-2010,515,1,1,1,0.24973
3434369,       (2008 UW91),2008 UW91,,,Y,Y,0,21.71,,,,,,,,,,,,,,,,,,,JPL 23,2460000.5,60000,2023-02-25.0,J2000,0.5717,1.147,0.491,7.31,247.99,282.89,163.53,1.8,0.8027,2459796.77,2022-08-05.2,448,1.23,0.0208,8.08,3.19,5.3,1.70E-07,1.10E-08,1.90E-07,1.30E-05,8.80E-05,8.10E-05,2.30E-05,1.70E-08,1.10E-08,2.60E-05,6.40E-06,APO,Otto Matic,4655,28-10-2008,27-07-2021,63,,,0,0.63057
3438960,       (2008 VL14),2008 VL14,,,Y,Y,0,21.1,,,,,,,,,,,,,,,,,,,JPL 19,2454790.5,54790,2008-11-20.0,J2000,0.8182,2.214,0.403,1.95,40.02,243.8,24.21,4.03,0.2991,2454709.56,2008-08-31.0,1.20E+03,3.29,0.00433,1.69,1.17,3.1,6.40E-04,5.60E-03,4.10E-04,2.60E-03,7.60E-03,1.50E-02,1.00E-01,1.00E-02,1.10E-03,3.00E-02,4.60E+00,APO,Otto Matic,22,09-11-2008,01-12-2008,55,,,8,0.57675
3440392,       (2008 WK61),2008 WK61,,,Y,Y,0,20.93,,,,,,,,,,,,,,,,,,,JPL 14,2454798.5,54798,2008-11-28.0,J2000,0.4195,1.659,0.963,17.15,253.5,212.48,346.33,2.35,0.4614,2454828.12,2008-12-27.6,780,2.14,0.0212,8.27,2.88,4.12,2.30E-03,6.50E-03,2.10E-05,5.70E-02,1.90E-02,3.50E-02,1.00E-01,9.30E-03,2.70E-03,4.80E-02,4.60E+00,APO,Otto Matic,16,21-11-2008,07-12-2008,52,,,8,0.262
3440771,       (2008 WZ94),2008 WZ94,,,Y,Y,0,20.23,,,,,,,,,,,,,,,,,,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.7738,1.522,0.344,6.53,248.75,321.12,164.11,2.7,0.5247,2459687.74,2022-04-18.2,686,1.88,0.0414,16.1,2.28,4.1,7.60E-08,2.20E-08,1.10E-07,7.40E-06,4.70E-05,4.70E-05,5.20E-05,3.90E-08,1.10E-08,9.20E-05,1.50E-05,APO,Otto Matic,5015,30-11-2008,24-08-2022,108,,,0,0.60198
3441089,       (2008 XN),2008 XN,,,Y,Y,0,21.45,,,,,,,,,,,,,,,,,,,JPL 22,2460000.5,60000,2023-02-25.0,J2000,0.589,2.165,0.89,5.31,97.91,63.52,140.42,3.44,0.3093,2459546.59,2021-11-28.0,1.16E+03,3.19,0.0319,12.4,1.57,3.44,3.40E-05,1.50E-04,1.20E-05,3.20E-04,7.10E-04,1.00E-03,1.70E-01,2.40E-04,3.20E-05,5.00E-01,1.20E-01,APO,Otto Matic,58,01-12-2008,28-01-2009,56,,,5,0.61162
3441093,       (2008 XB1),2008 XB1,,,Y,Y,0,20.99,,,,,,,,,,,,,,,,,,,JPL 29,2460000.5,60000,2023-02-25.0,J2000,0.3728,1.332,0.836,12.68,270.34,84.09,124.84,1.83,0.6409,2459805.72,2022-08-14.2,562,1.54,0.0458,17.8,3.68,4.82,2.30E-07,9.40E-09,3.10E-07,2.30E-05,3.10E-05,3.70E-05,3.80E-05,1.30E-08,6.80E-09,5.70E-05,5.90E-06,APO,Otto Matic,4928,03-12-2008,01-06-2022,112,,,0,0.48845
3441126,       (2008 XA2),2008 XA2,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,,,JPL 20,2460000.5,60000,2023-02-25.0,J2000,0.6131,2.384,0.922,2.93,39.66,334.51,324.51,3.85,0.2678,2460133.02,2023-07-07.5,1.34E+03,3.68,0.00832,3.24,1.62,3.25,5.40E-07,3.30E-09,1.30E-06,2.60E-05,3.40E-04,4.30E-04,3.00E-05,5.30E-09,5.50E-10,1.10E-04,2.80E-06,APO,Otto Matic,4044,04-12-2008,31-12-2019,91,,,0,0.43865
3441149,       (2008 XQ2),2008 XQ2,,,Y,Y,0,20.21,,,,,,,,,,,,,,,,,,,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.5529,2.202,0.984,14.52,34.55,355.06,145.93,3.42,0.3016,2459516.67,2021-10-29.1,1.19E+03,3.27,0.00876,3.41,2.03,3.41,2.10E-08,1.30E-08,4.60E-08,1.30E-05,1.70E-05,2.40E-05,3.50E-06,2.00E-08,2.60E-09,1.30E-05,1.00E-05,APO,Otto Matic,4787,05-12-2008,13-01-2022,185,,,0,0.51549
3441171,       (2008 XW2),2008 XW2,,,Y,Y,0,20.7,,,,,,,,,,,,,,,,,,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.4439,1.065,0.592,26.46,71.76,259.88,34.44,1.54,0.8969,2459962.1,2023-01-17.5,401,1.1,0.0405,15.8,3.96,5.61,1.30E-07,6.10E-09,1.40E-07,1.40E-05,1.80E-05,2.30E-05,3.50E-05,8.70E-09,7.70E-09,3.80E-05,3.40E-06,APO,Otto Matic,4067,06-12-2008,25-01-2020,82,,,0,0.52755
3441820,       (2008 YF),2008 YF,,,Y,Y,0,20.9,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.4383,1.628,0.914,21.98,86.94,321.14,314.2,2.34,0.4746,2460097.01,2023-06-01.5,759,2.08,0.00352,1.37,3.11,4.13,2.00E-04,5.60E-04,1.70E-05,6.60E-03,9.70E-04,2.10E-03,1.30E+00,8.10E-04,2.50E-04,2.80E+00,3.90E-01,APO,Otto Matic,37,19-12-2008,25-01-2009,48,,,7,0.33156
3442841,       (2008 YS27),2008 YS27,,,Y,Y,0,21.19,,,,,,,,,,,,,,,,,,,JPL 30,2460000.5,60000,2023-02-25.0,J2000,0.3172,1.468,1.002,4.88,91.05,13.21,347.73,1.93,0.5542,2460022.64,2023-03-19.1,650,1.78,0.022,8.58,3.22,4.55,1.20E-07,2.80E-08,1.90E-07,1.00E-05,7.50E-05,7.70E-05,9.60E-05,3.70E-08,1.60E-08,1.70E-04,1.90E-05,APO,Otto Matic,4978,29-12-2008,16-08-2022,99,,,0,0.55718
3442846,       (2008 YE29),2008 YE29,,,Y,Y,0,20.39,,,,,,,,,,,,,,,,,,,JPL 43,2460000.5,60000,2023-02-25.0,J2000,0.6279,2.781,1.035,6.26,135.59,7.69,351.44,4.53,0.2126,2460040.78,2023-04-06.2,1.69E+03,4.64,0.0491,19.1,0.509,3,3.10E-08,6.40E-08,8.50E-08,5.30E-06,4.50E-05,4.60E-05,2.00E-05,1.00E-07,7.30E-09,9.70E-05,5.80E-05,AMO,Otto Matic,5051,30-12-2008,29-10-2022,189,,,0,0.49108
3443811,       (2009 AL),2009 AL,,,Y,Y,0,21.8,,,,,,,,,,,,,,,,,,,JPL 17,2460000.5,60000,2023-02-25.0,J2000,0.6586,2.509,0.856,4.04,221.49,316.85,196.25,4.16,0.248,2460660.69,2024-12-16.1,1.45E+03,3.97,0.0106,4.12,0.859,3.12,4.50E-04,2.10E-03,4.20E-04,7.70E-03,1.80E-01,1.90E-01,1.90E+00,3.50E-03,3.10E-04,8.30E+00,1.80E+00,APO,Otto Matic,28,01-01-2009,29-01-2009,55,,,7,0.70028
3444273,       (2009 AC16),2009 AC16,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,JPL 11,2454849.5,54849,2009-01-18.0,J2000,0.5415,1.535,0.704,18.51,106.87,99.72,327.38,2.37,0.5181,2454912.45,2009-03-21.9,695,1.9,0.0122,4.76,2.78,4.25,3.20E-03,8.60E-03,9.40E-04,1.20E-01,7.00E-03,2.90E-02,3.30E-01,1.30E-02,4.40E-03,1.10E-01,5.80E+00,APO,Otto Matic,16,15-01-2009,31-01-2009,40,,,9,0.42962
3444275,       (2009 AE16),2009 AE16,,,Y,Y,0,18.77,,,,,,,,,,,,,,,,,,,JPL 17,2460000.5,60000,2023-02-25.0,J2000,0.7369,1.789,0.471,46.14,309.83,280.44,300.94,3.11,0.412,2460143.86,2023-07-18.3,874,2.39,0.0274,10.7,3.45,3.46,2.50E-07,5.20E-09,4.50E-07,9.10E-05,2.20E-05,4.40E-05,1.00E-05,9.00E-09,1.80E-09,2.50E-05,3.80E-06,APO,Otto Matic,4379,15-01-2009,11-01-2021,78,,,0,0.60093
3445070,       (2009 BE58),2009 BE58,,,Y,Y,0,21.7,,,,,,,,,,,,,,,,,,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.5595,0.937,0.413,1.86,149.52,120.94,110.86,1.46,1.087,2459898.48,2022-11-14.9,331,0.907,0.00417,1.62,3.65,6.26,1.00E-07,1.00E-08,9.60E-08,4.20E-06,8.60E-05,7.90E-05,9.20E-05,1.60E-08,1.80E-08,8.30E-05,5.30E-06,ATE,Otto Matic,3302,27-01-2009,11-02-2018,144,,,0,0.49883
3445537,       (2009 BD81),2009 BD81,,,Y,Y,0,20.7,,,,,,,,,,,,,,,,,,,JPL 15,2454870.5,54870,2009-02-08.0,J2000,0.6394,2.593,0.935,12.46,344.38,190.54,352.58,4.25,0.2361,2454901.92,2009-03-11.4,1.52E+03,4.17,0.0456,17.7,0.761,3.07,1.70E-03,1.20E-02,1.20E-04,2.20E-02,2.30E-03,2.20E-03,5.30E-02,2.00E-02,1.70E-03,4.20E-03,1.10E+01,APO,Otto Matic,23,31-01-2009,23-02-2009,46,,,8,0.49116
3445538,       (2009 BE81),2009 BE81,,,Y,Y,0,21.15,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.3494,1.523,0.991,18.8,118.01,333.49,189.59,2.05,0.5246,2460325.33,2024-01-15.8,686,1.88,0.0322,12.5,3.16,4.38,4.70E-07,1.90E-07,8.20E-07,6.00E-05,6.00E-05,2.60E-04,6.20E-04,2.60E-07,1.00E-07,1.30E-03,1.30E-04,APO,Otto Matic,3803,31-01-2009,01-07-2019,42,,,2,0.49508
3445602,       (2009 CS),2009 CS,,,Y,Y,0,19.7,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.5954,2.007,0.812,3.21,250.03,170.85,0.27,3.2,0.3466,2459999.73,2023-02-24.2,1.04E+03,2.84,0.0411,16,2.17,3.59,4.90E-07,1.60E-07,9.80E-07,1.10E-05,6.50E-04,6.50E-04,2.20E-04,2.50E-07,4.10E-08,6.40E-04,1.20E-04,APO,Otto Matic,1124,02-02-2009,02-03-2012,97,,,1,0.49375
3445668,       (2009 CC3),2009 CC3,,,Y,Y,0,19.11,,,,,,,,,,,,,,,,,,,JPL 159,2460000.5,60000,2023-02-25.0,J2000,0.5375,2.203,1.019,11.37,194.89,15.48,92.27,3.39,0.3014,2459694.39,2022-04-24.8,1.19E+03,3.27,0.0284,11.1,1.58,3.44,9.20E-09,4.00E-09,2.00E-08,3.60E-06,1.10E-05,1.30E-05,2.00E-06,6.20E-09,8.20E-10,6.60E-06,3.30E-06,AMO,Otto Matic,4917,04-02-2009,23-07-2022,977,,,0,0.42385
3447934,       (2009 DR3),2009 DR3,,,Y,Y,0,21.54,,,,,,,,,,,,,,,,,,,JPL 39,2460000.5,60000,2023-02-25.0,J2000,0.5607,1.976,0.868,4.08,344.68,237.49,356.32,3.08,0.3547,2460010.87,2023-03-07.3,1.01E+03,2.78,0.00947,3.69,1.92,3.65,4.50E-08,7.10E-09,8.70E-08,8.90E-06,1.60E-05,2.30E-05,1.20E-05,1.10E-08,1.90E-09,3.50E-05,5.40E-06,APO,Otto Matic,4231,14-02-2009,15-09-2020,253,1,1,0,0.32971
3448068,       (2009 DS10),2009 DS10,,,Y,Y,0,20.94,,,,,,,,,,,,,,,,,,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.5863,2.207,0.913,7.5,313.09,123.36,113.86,3.5,0.3005,2459621.64,2022-02-11.1,1.20E+03,3.28,0.0402,15.7,1.87,3.4,2.10E-04,1.10E-03,2.40E-05,9.60E-04,2.10E-03,5.20E-03,1.20E+00,1.70E-03,2.20E-04,3.70E+00,8.60E-01,APO,Otto Matic,40,14-02-2009,26-03-2009,29,,,7,0.77507
3448961,       (2009 DZ42),2009 DZ42,,,Y,Y,0,19.62,,,,,,,,,,,,,,,,,,,JPL 22,2460000.5,60000,2023-02-25.0,J2000,0.583,2.446,1.02,13.11,295.14,183.44,242.16,3.87,0.2576,2460457.94,2024-05-27.4,1.40E+03,3.83,0.0367,14.3,1.26,3.21,2.90E-07,1.10E-07,7.10E-07,3.70E-05,1.10E-04,2.70E-04,9.20E-05,1.70E-07,1.70E-08,3.90E-04,9.20E-05,AMO,Otto Matic,1389,26-02-2009,16-12-2012,93,,,0,0.60089
3448993,       (2009 DM45),2009 DM45,,,Y,Y,0,21.45,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.3673,1.172,0.742,26.69,336.33,90.88,58.36,1.6,0.7765,2459925.34,2022-12-11.8,464,1.27,0.00718,2.8,3.85,5.23,1.20E-07,3.30E-09,1.40E-07,3.80E-05,8.40E-06,1.80E-05,1.90E-05,4.50E-09,3.30E-09,2.40E-05,2.00E-06,APO,Otto Matic,5111,25-02-2009,23-02-2023,85,,,0,0.39388
3449054,       (2009 DL46),2009 DL46,,,Y,Y,0,21.99,,,,,,,,,,42.26,,,,,,,,,JPL 75,2460000.5,60000,2023-02-25.0,J2000,0.3074,1.461,1.012,7.92,63.38,160.31,307.1,1.91,0.5582,2460095.28,2023-05-30.7,645,1.77,0.0118,4.59,3.07,4.56,6.50E-09,2.70E-09,8.90E-09,1.40E-06,2.70E-06,8.00E-06,5.10E-06,3.50E-09,1.50E-09,9.30E-06,1.80E-06,APO,Otto Matic,5078,28-02-2009,24-01-2023,474,5,2,0,0.40573
3449591,       (2009 EP2),2009 EP2,,,Y,Y,0,21.6,,,,,,,,,,,,,,,,,,,JPL 21,2460000.5,60000,2023-02-25.0,J2000,0.3562,0.9269,0.597,27.7,175.17,129.84,132.86,1.26,1.104,2459880.2,2022-10-27.7,326,0.892,0.0418,16.3,4.13,6.31,4.80E-07,1.90E-08,4.40E-07,3.40E-05,4.50E-06,1.60E-05,1.30E-04,2.50E-08,3.30E-08,1.10E-04,9.80E-06,ATE,Otto Matic,2928,05-03-2009,11-03-2017,187,,,1,0.42081
3451789,       (2009 FE),2009 FE,,,Y,Y,0,21.3,,,,,,,,,,,,,,,,,,,JPL 26,2460000.5,60000,2023-02-25.0,J2000,0.6113,2.534,0.985,1.91,39.78,201.01,150.27,4.08,0.2444,2459385.64,2021-06-20.1,1.47E+03,4.03,0.000678,0.264,0.947,3.16,6.90E-08,3.40E-08,1.60E-07,8.60E-06,9.50E-05,1.30E-04,3.60E-05,5.50E-08,4.90E-09,1.30E-04,3.00E-05,APO,Otto Matic,2909,16-03-2009,03-03-2017,107,,,0,0.57336
3451790,       (2009 FF),2009 FF,,,Y,Y,0,21.8,,,,,,,,,,,,,,,,,,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.4681,1.474,0.784,0.98,265.86,11.05,235.48,2.16,0.5509,2460226.54,2023-10-09.0,653,1.79,0.015,5.83,2.98,4.47,4.50E-08,4.50E-09,6.50E-08,4.40E-06,4.80E-04,4.80E-04,1.10E-05,6.70E-09,2.50E-09,2.10E-05,3.00E-06,APO,Otto Matic,12402,05-04-1984,20-03-2018,88,,,0,0.73752
3454731,       (2009 FU4),2009 FU4,,,Y,Y,0,17.89,,,,,,,,,,,,,,,,,,,JPL 45,2460000.5,60000,2023-02-25.0,J2000,0.616,2.381,0.914,12.91,42.1,233.14,251.81,3.85,0.2683,2460403.7,2024-04-03.2,1.34E+03,3.67,0.0375,14.6,1.51,3.22,5.40E-08,1.90E-08,1.30E-07,1.30E-05,4.30E-05,4.50E-05,1.70E-05,3.00E-08,3.10E-09,6.60E-05,1.60E-05,APO,Otto Matic,6638,04-11-2002,06-01-2021,153,,,0,0.56429
3454735,       (2009 FY4),2009 FY4,,,Y,Y,0,21,,,,,,,0.129,,0.421,,,,,,,,,0.01,JPL 37,2460000.5,60000,2023-02-25.0,J2000,0.3274,1.013,0.681,20.98,162.62,244.65,347.77,1.34,0.9674,2460013.14,2023-03-09.6,372,1.02,0.0433,16.9,4.13,5.92,5.30E-07,1.80E-08,5.30E-07,3.50E-05,7.50E-06,3.00E-05,1.50E-04,2.40E-08,2.60E-08,1.60E-04,1.00E-05,APO,Otto Matic,1087,19-03-2009,10-03-2012,204,,,1,0.38571
3455137,       (2009 FU23),2009 FU23,,,Y,Y,0,20.1,,,,,,,,,,,,,,,,,,,JPL 49,2460000.5,60000,2023-02-25.0,J2000,0.2823,0.8372,0.601,13.9,57.75,315.29,228.83,1.07,1.287,2460102.45,2023-06-06.9,280,0.766,0.0334,13,4.35,6.96,8.60E-08,2.00E-09,7.20E-08,1.50E-05,3.20E-05,3.10E-05,4.40E-05,2.60E-09,4.60E-09,3.40E-05,1.00E-06,ATE,Otto Matic,7068,30-12-2002,07-05-2022,184,1,0,0,0.46596
3457438,       (2009 HV2),2009 HV2,,,Y,Y,0,21.3,,,,,,,,,,,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.4991,1.641,0.822,6.73,37.98,261.04,174.5,2.46,0.4689,2459628.33,2022-02-17.8,768,2.1,0.0335,13,2.81,4.14,8.00E-08,5.70E-08,1.00E-07,1.40E-05,3.20E-05,4.00E-05,1.00E-04,8.60E-08,2.50E-08,1.90E-04,4.00E-05,APO,Otto Matic,942,19-04-2009,17-11-2011,119,,,1,0.45799
3457840,       (2009 HA21),2009 HA21,,,Y,Y,0,20.85,,,,,,,,,,,,,,,,,,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.7291,1.461,0.396,6.41,205.41,219.89,4.72,2.53,0.5584,2459992.05,2023-02-16.5,645,1.77,0.0463,18,2.84,4.28,2.60E-07,2.90E-08,3.80E-07,3.30E-05,6.10E-05,8.30E-05,3.00E-05,5.10E-08,1.70E-08,5.40E-05,1.90E-05,APO,Otto Matic,5109,20-04-2009,16-04-2023,98,,,1,0.63583
3457843,       (2009 HD21),2009 HD21,,,Y,Y,0,18.25,,,,,,,,,,,,,,,,,,,JPL 51,2460000.5,60000,2023-02-25.0,J2000,0.688,2.771,0.865,18.65,179.21,134.3,335.07,4.68,0.2137,2460117.19,2023-06-21.6,1.68E+03,4.61,0.0128,4.97,1.31,2.88,2.50E-08,1.20E-08,7.20E-08,2.00E-05,2.10E-05,2.10E-05,7.10E-06,2.00E-08,1.40E-09,3.40E-05,1.10E-05,APO,Otto Matic,5165,24-03-2009,15-05-2023,166,,,0,0.47828
3458941,       (2009 HV58),2009 HV58,,,Y,Y,0,19.72,,,,,,,,,,,,,,,,,,,JPL 33,2460000.5,60000,2023-02-25.0,J2000,0.5838,1.985,0.826,46.97,69.69,50.92,17.47,3.14,0.3525,2459950.93,2023-01-06.4,1.02E+03,2.8,0.0278,10.8,2.78,3.31,3.20E-08,1.10E-08,6.60E-08,2.50E-05,1.20E-05,1.30E-05,5.80E-06,1.70E-08,2.80E-09,1.60E-05,8.20E-06,APO,Otto Matic,5159,25-04-2009,10-06-2023,102,,,0,0.76607
3459429,       (2009 JR),2009 JR,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.4898,1.73,0.882,8.41,225.36,295.26,45.76,2.58,0.4333,2459894.88,2022-11-11.3,831,2.27,0.0314,12.2,2.47,4,7.70E-07,7.70E-08,1.40E-06,2.20E-05,2.10E-05,1.80E-04,1.70E-04,1.10E-07,2.90E-08,3.90E-04,5.50E-05,APO,Otto Matic,2530,03-05-2009,06-04-2016,107,,,1,0.43553
3461188,       (2009 KD3),2009 KD3,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,JPL 10,2454977.5,54977,2009-05-26.0,J2000,0.676,2.17,0.703,7.93,39.3,116.23,17.88,3.64,0.3083,2454919.51,2009-03-29.0,1.17E+03,3.2,0.028,10.9,1.43,3.34,4.00E-03,2.40E-02,8.90E-04,3.20E-02,2.70E-02,4.70E-02,3.30E-01,4.00E-02,5.10E-03,1.10E-01,1.90E+01,APO,Otto Matic,7,23-05-2009,30-05-2009,24,,,9,0.45418
3461189,       (2009 KE3),2009 KE3,,,Y,Y,0,18.31,,,,,,,,,,,,,,,,,,,JPL 39,2460000.5,60000,2023-02-25.0,J2000,0.703,2.669,0.793,5.86,13.75,319.94,45.6,4.55,0.226,2459798.7,2022-08-07.2,1.59E+03,4.36,0.033,12.8,0.884,2.96,4.30E-08,8.00E-09,1.20E-07,1.60E-05,2.20E-04,2.20E-04,3.20E-06,1.40E-08,1.00E-09,1.40E-05,7.10E-06,APO,Otto Matic,4935,23-05-2009,26-11-2022,120,,,0,0.47794
3462015,       (2009 KK8),2009 KK8,,,Y,Y,0,18.81,,,,,,,,,,,,,,,,,,,JPL 59,2460000.5,60000,2023-02-25.0,J2000,0.5943,2.402,0.975,2.27,120.51,194.11,239.01,3.83,0.2647,2460457.61,2024-05-27.1,1.36E+03,3.72,0.00904,3.52,1.49,3.26,4.40E-08,9.40E-09,1.10E-07,4.40E-06,2.90E-04,2.90E-04,5.10E-06,1.50E-08,1.60E-09,2.00E-05,8.00E-06,APO,Otto Matic,4239,28-05-2009,04-01-2021,234,,,0,0.56259
3463079,       (2009 LQ),2009 LQ,,,Y,Y,0,21.75,,,,,,,,,,,,,,,,,,,JPL 17,2460000.5,60000,2023-02-25.0,J2000,0.5906,1.536,0.629,5.34,114.5,244.12,38.31,2.44,0.5176,2459926.49,2022-12-12.9,695,1.9,0.0419,16.3,3.02,4.26,4.30E-04,8.80E-04,3.00E-04,2.80E-03,2.60E-03,1.20E-02,2.60E+00,1.40E-03,4.50E-04,4.90E+00,6.00E-01,APO,Otto Matic,25,26-05-2009,20-06-2009,63,,,7,0.52135
3463175,       (2009 LW2),2009 LW2,,,Y,Y,0,19.7,,,,,,,,,,,,,,,,,,,JPL 26,2460000.5,60000,2023-02-25.0,J2000,0.2594,1.206,0.893,33.15,101.11,41.1,234.92,1.52,0.7445,2460168.51,2023-08-12.0,484,1.32,0.0418,16.3,3.65,5.09,2.60E-07,9.80E-09,3.10E-07,4.60E-05,1.40E-05,4.30E-05,5.60E-05,1.20E-08,9.00E-09,7.70E-05,5.90E-06,APO,Otto Matic,4184,15-06-2009,28-11-2020,64,,,0,0.62042
3464007,       (2009 OF),2009 OF,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.599,2.353,0.944,9.37,126.88,218.05,263.49,3.76,0.273,2460353.98,2024-02-13.4,1.32E+03,3.61,0.00527,2.05,1.7,3.27,1.10E-05,5.50E-05,3.30E-06,1.00E-04,4.90E-05,8.40E-05,4.70E-02,8.80E-05,9.50E-06,1.80E-01,4.60E-02,APO,Otto Matic,186,17-07-2009,19-01-2010,175,,,4,0.38041
3466069,       (2009 QJ9),2009 QJ9,,,Y,Y,0,19.27,,,,,,,,,,,,,,,,,,,JPL 51,2460000.5,60000,2023-02-25.0,J2000,0.621,2.717,1.03,19.28,157.78,202.22,353.62,4.4,0.22,2460029.48,2023-03-25.9,1.64E+03,4.48,0.0461,17.9,1.13,2.98,3.90E-08,2.00E-08,1.10E-07,8.90E-06,5.90E-06,1.80E-05,4.90E-06,3.30E-08,2.40E-09,2.20E-05,1.80E-05,AMO,Otto Matic,3430,21-08-2009,11-01-2019,433,,,0,0.37669
3467085,       (2009 RV1),2009 RV1,,,Y,Y,0,21.9,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.6376,2.696,0.977,1.9,2.01,56.4,1.52,4.42,0.2226,2459993.69,2023-02-18.1,1.62E+03,4.43,0.0206,8.01,0.988,3.04,1.30E-05,8.30E-05,5.20E-06,2.80E-05,1.40E-04,1.60E-04,5.20E-02,1.40E-04,1.00E-05,2.30E-01,7.50E-02,APO,Otto Matic,118,12-09-2009,08-01-2010,59,,,5,0.81031
